0; Time; S1posx; S1posy; S1posz; S2posx; S2posy; S2posz; S3posx; S3posy; S3posz; S4posx; S4posy; S4posz; S5posx; S5posy; S5posz; 
1696; 16.95; 0.01162617; 1.861723; 0.1356187; 0.06029999; 1.244462; -0.2055328; -0.1376601; 1.288971; -0.163837; 0.002949111; 0.09227331; -1.040252; -0.3755999; 0.01648406; -0.9260854; 
1697; 16.96; 0.01343163; 1.860268; 0.1300585; 0.05664986; 1.22409; -0.2020078; -0.1363224; 1.297305; -0.1612123; 0.002946481; 0.09228282; -1.040264; -0.3755974; 0.01648959; -0.9260729; 
1698; 16.97; 0.01537781; 1.858871; 0.1249127; 0.05458226; 1.212482; -0.1945188; -0.1365362; 1.303802; -0.1588677; 0.002951231; 0.09227231; -1.040251; -0.3755972; 0.01649532; -0.9261106; 
1699; 16.98; 0.01713928; 1.857139; 0.1196675; 0.05403994; 1.20825; -0.1871642; -0.1359157; 1.308286; -0.1570683; 0.002955474; 0.09232914; -1.040243; -0.37558; 0.01647447; -0.9260857; 
1700; 16.99; 0.01893943; 1.8552; 0.1145406; 0.05489202; 1.207253; -0.1822792; -0.1362248; 1.310696; -0.1562602; 0.002937982; 0.09226642; -1.040258; -0.3755902; 0.01648698; -0.9260873; 
1701; 17; 0.02036015; 1.853215; 0.1099153; 0.05628706; 1.207947; -0.1784763; -0.1351972; 1.310376; -0.1566751; 0.002963306; 0.09238484; -1.04026; -0.3755914; 0.01649198; -0.9261122; 
1702; 17.01; 0.02036015; 1.853215; 0.1099153; 0.05628706; 1.207947; -0.1784763; -0.1351972; 1.310376; -0.1566751; 0.002963306; 0.09238484; -1.04026; -0.3755914; 0.01649198; -0.9261122; 
1703; 17.02; 0.02248149; 1.849259; 0.1014433; 0.05624412; 1.215436; -0.1729341; -0.1315179; 1.299638; -0.159139; 0.002945438; 0.09227812; -1.040245; -0.3755917; 0.01647906; -0.9261019; 
1704; 17.03; 0.02248149; 1.849259; 0.1014433; 0.05624412; 1.215436; -0.1729341; -0.1315179; 1.299638; -0.159139; 0.002945438; 0.09227812; -1.040245; -0.3755917; 0.01647906; -0.9261019; 
1705; 17.04; 0.02214735; 1.846784; 0.09476081; 0.04936501; 1.231995; -0.1687991; -0.1244392; 1.275638; -0.1636658; 0.003000488; 0.09239735; -1.040265; -0.3756037; 0.01648281; -0.9260709; 
1706; 17.05; 0.0212981; 1.846148; 0.09205006; 0.0468393; 1.242955; -0.1669223; -0.1197968; 1.260638; -0.1648884; 0.002925097; 0.09225714; -1.040242; -0.3755923; 0.01648833; -0.9260897; 
1707; 17.06; 0.01999178; 1.845894; 0.08979359; 0.04439415; 1.256754; -0.1654171; -0.1131733; 1.244235; -0.1653501; 0.002952835; 0.09227499; -1.040244; -0.3755983; 0.01650094; -0.9261057; 
1708; 17.07; 0.01815849; 1.846076; 0.08824454; 0.04232813; 1.272034; -0.1642124; -0.1062761; 1.228924; -0.1681695; 0.002941376; 0.09226952; -1.040252; -0.3755927; 0.01651861; -0.9260882; 
1709; 17.08; 0.01815849; 1.846076; 0.08824454; 0.04232813; 1.272034; -0.1642124; -0.1062761; 1.228924; -0.1681695; 0.002941376; 0.09226952; -1.040252; -0.3755927; 0.01651861; -0.9260882; 
1710; 17.09; 0.01307425; 1.847253; 0.08740848; 0.04438667; 1.302268; -0.1629882; -0.09351216; 1.199508; -0.1588501; 0.002963943; 0.09236776; -1.040262; -0.3755929; 0.01650495; -0.9260902; 
1711; 17.1; 0.01009285; 1.848223; 0.08804072; 0.0476668; 1.316499; -0.1627755; -0.08984347; 1.196306; -0.1537705; 0.002935089; 0.09226017; -1.040247; -0.3755813; 0.01649721; -0.9260768; 
1712; 17.11; 0.01009285; 1.848223; 0.08804072; 0.0476668; 1.316499; -0.1627755; -0.08984347; 1.196306; -0.1537705; 0.002935089; 0.09226017; -1.040247; -0.3755813; 0.01649721; -0.9260768; 
1713; 17.12; 0.002635177; 1.85028; 0.09176871; 0.05778475; 1.338989; -0.1614144; -0.0912826; 1.20307; -0.1467263; 0.002948483; 0.09227746; -1.040236; -0.3756; 0.01648047; -0.9260679; 
1714; 17.13; 0.002635177; 1.85028; 0.09176871; 0.05778475; 1.338989; -0.1614144; -0.0912826; 1.20307; -0.1467263; 0.002948483; 0.09227746; -1.040236; -0.3756; 0.01648047; -0.9260679; 
1715; 17.14; -0.001354434; 1.851368; 0.09461877; 0.06493853; 1.344351; -0.1620212; -0.0951978; 1.208128; -0.1444702; 0.002939263; 0.09227265; -1.040257; -0.3755959; 0.01649069; -0.9260989; 
1716; 17.15; -0.008794541; 1.853667; 0.1021254; 0.07448831; 1.334313; -0.1697418; -0.1055104; 1.219356; -0.1457406; 0.002949121; 0.09228089; -1.040255; -0.3755968; 0.01649448; -0.9260983; 
1717; 17.16; -0.008794541; 1.853667; 0.1021254; 0.07448831; 1.334313; -0.1697418; -0.1055104; 1.219356; -0.1457406; 0.002949121; 0.09228089; -1.040255; -0.3755968; 0.01649448; -0.9260983; 
1718; 17.17; -0.01550304; 1.855307; 0.110982; 0.07634185; 1.302671; -0.1855907; -0.1140824; 1.236674; -0.1504573; 0.002945327; 0.09230811; -1.040282; -0.3755971; 0.01647271; -0.9260801; 
1719; 17.18; -0.01890763; 1.856068; 0.1162645; 0.07573856; 1.281552; -0.1912587; -0.1175619; 1.246999; -0.1526413; 0.002943008; 0.09227505; -1.040253; -0.3756088; 0.01649543; -0.9261093; 
1720; 17.19; -0.02206723; 1.856497; 0.1217741; 0.07304797; 1.259819; -0.1956885; -0.1260197; 1.255052; -0.1521907; 0.002952278; 0.09229773; -1.040246; -0.3755985; 0.01648014; -0.9260798; 
1721; 17.2; -0.0250964; 1.856464; 0.1271648; 0.0706276; 1.23825; -0.1969818; -0.1263153; 1.270275; -0.1576376; 0.002940421; 0.09226236; -1.040254; -0.3755955; 0.01649679; -0.9260855; 
1722; 17.21; -0.0250964; 1.856464; 0.1271648; 0.0706276; 1.23825; -0.1969818; -0.1263153; 1.270275; -0.1576376; 0.002940421; 0.09226236; -1.040254; -0.3755955; 0.01649679; -0.9260855; 
1723; 17.22; -0.03093045; 1.85611; 0.1383478; 0.06937607; 1.211393; -0.1912844; -0.1358444; 1.292998; -0.1615281; 0.002966471; 0.09225987; -1.040246; -0.3755958; 0.01648686; -0.9260863; 
1724; 17.23; -0.03093045; 1.85611; 0.1383478; 0.06937607; 1.211393; -0.1912844; -0.1358444; 1.292998; -0.1615281; 0.002966471; 0.09225987; -1.040246; -0.3755958; 0.01648686; -0.9260863; 
1725; 17.24; -0.03326167; 1.855707; 0.1436843; 0.0692916; 1.207709; -0.1860555; -0.1388375; 1.304332; -0.1626787; 0.002939174; 0.09228016; -1.040257; -0.3755925; 0.01649894; -0.9260822; 
1726; 17.25; -0.03697931; 1.854603; 0.1530198; 0.07152767; 1.211377; -0.1817254; -0.1374022; 1.317559; -0.1634935; 0.002950376; 0.092264; -1.040251; -0.3755896; 0.01648577; -0.9260778; 
1727; 17.26; -0.03697931; 1.854603; 0.1530198; 0.07152767; 1.211377; -0.1817254; -0.1374022; 1.317559; -0.1634935; 0.002950376; 0.092264; -1.040251; -0.3755896; 0.01648577; -0.9260778; 
1728; 17.27; -0.03941224; 1.85315; 0.1602337; 0.07158861; 1.22194; -0.1817538; -0.131718; 1.30788; -0.1646112; 0.002973956; 0.09236664; -1.040273; -0.3755939; 0.01647761; -0.9260843; 
1729; 17.28; -0.03993756; 1.852579; 0.1627808; 0.06960884; 1.229308; -0.1822316; -0.1289096; 1.296368; -0.1697159; 0.002941411; 0.09227416; -1.040244; -0.3755909; 0.01651147; -0.9260768; 
1730; 17.29; -0.04034573; 1.852245; 0.1645282; 0.06704077; 1.238461; -0.1828971; -0.1243572; 1.281667; -0.1751849; 0.002938067; 0.09227591; -1.040252; -0.3755896; 0.01649811; -0.9260775; 
1731; 17.3; -0.04034855; 1.852354; 0.1655078; 0.06445291; 1.248447; -0.1831451; -0.1191514; 1.265257; -0.1784948; 0.002962413; 0.09237988; -1.040269; -0.3755896; 0.01649209; -0.9260797; 
1732; 17.31; -0.03988712; 1.852776; 0.1656397; 0.06160383; 1.259605; -0.1828535; -0.1134506; 1.249381; -0.1815821; 0.002949371; 0.09226631; -1.040257; -0.3755985; 0.01649455; -0.9261045; 
1733; 17.32; -0.03924965; 1.853519; 0.1653233; 0.0595601; 1.272247; -0.1824225; -0.1074673; 1.231636; -0.1838583; 0.0029315; 0.09226635; -1.040241; -0.3755938; 0.01648034; -0.9260737; 
1734; 17.33; -0.03924965; 1.853519; 0.1653233; 0.0595601; 1.272247; -0.1824225; -0.1074673; 1.231636; -0.1838583; 0.0029315; 0.09226635; -1.040241; -0.3755938; 0.01648034; -0.9260737; 
1735; 17.34; -0.03670873; 1.855311; 0.1625772; 0.05986743; 1.297549; -0.1813422; -0.09613922; 1.209369; -0.1801489; 0.002943851; 0.0922766; -1.040252; -0.3755953; 0.01649219; -0.9260802; 
1736; 17.35; -0.03486634; 1.856266; 0.1606413; 0.06217066; 1.310521; -0.1814958; -0.09388803; 1.213643; -0.1777313; 0.002940482; 0.09227349; -1.04026; -0.3755975; 0.01648505; -0.9260853; 
1737; 17.36; -0.03486634; 1.856266; 0.1606413; 0.06217066; 1.310521; -0.1814958; -0.09388803; 1.213643; -0.1777313; 0.002940482; 0.09227349; -1.04026; -0.3755975; 0.01648505; -0.9260853; 
1738; 17.37; -0.03066607; 1.858113; 0.1558958; 0.06975402; 1.332569; -0.1803299; -0.1013382; 1.225743; -0.1751822; 0.002953836; 0.09229819; -1.040278; -0.3755968; 0.01650139; -0.9260947; 
1739; 17.38; -0.03066607; 1.858113; 0.1558958; 0.06975402; 1.332569; -0.1803299; -0.1013382; 1.225743; -0.1751822; 0.002953836; 0.09229819; -1.040278; -0.3755968; 0.01650139; -0.9260947; 
1740; 17.39; -0.02817624; 1.858986; 0.1529417; 0.074605; 1.340618; -0.1799221; -0.1073049; 1.232981; -0.1760414; 0.002945643; 0.0922818; -1.040259; -0.3756062; 0.01649925; -0.9260833; 
1741; 17.4; -0.0229021; 1.860692; 0.1461332; 0.08526394; 1.343333; -0.1817988; -0.1164065; 1.250721; -0.1770945; 0.002936546; 0.09225438; -1.040256; -0.3755903; 0.01650592; -0.9260995; 
1742; 17.41; -0.0229021; 1.860692; 0.1461332; 0.08526394; 1.343333; -0.1817988; -0.1164065; 1.250721; -0.1770945; 0.002936546; 0.09225438; -1.040256; -0.3755903; 0.01650592; -0.9260995; 
1743; 17.42; -0.01733272; 1.862277; 0.1387952; 0.08924801; 1.320497; -0.1925296; -0.113246; 1.270153; -0.1740397; 0.002932884; 0.09226979; -1.040255; -0.375593; 0.01648817; -0.9260758; 
1744; 17.43; -0.01444281; 1.862699; 0.134796; 0.08811299; 1.301973; -0.1987889; -0.1122349; 1.278695; -0.1737035; 0.002939049; 0.09226587; -1.040255; -0.3756009; 0.01648672; -0.9260823; 
1745; 17.44; -0.01155434; 1.862949; 0.1308493; 0.08488284; 1.280922; -0.2035383; -0.1113141; 1.286809; -0.1740317; 0.002930194; 0.0922625; -1.04026; -0.3755895; 0.01650589; -0.9260826; 
1746; 17.45; -0.00873216; 1.863057; 0.1270854; 0.08118349; 1.259194; -0.2061611; -0.1117076; 1.295969; -0.1745987; 0.002948303; 0.09227977; -1.040253; -0.3755956; 0.01650488; -0.9260709; 
1747; 17.46; -0.006073865; 1.863142; 0.12357; 0.0773322; 1.237412; -0.2064437; -0.1132768; 1.306901; -0.175506; 0.00293194; 0.09225479; -1.040253; -0.3756072; 0.01650563; -0.9261051; 
1748; 17.47; -0.003010108; 1.862967; 0.1197542; 0.07460007; 1.219488; -0.2038207; -0.1165942; 1.318274; -0.1757891; 0.002938867; 0.09228966; -1.040255; -0.3755763; 0.01649838; -0.9260804; 
1749; 17.48; -0.003010108; 1.862967; 0.1197542; 0.07460007; 1.219488; -0.2038207; -0.1165942; 1.318274; -0.1757891; 0.002938867; 0.09228966; -1.040255; -0.3755763; 0.01649838; -0.9260804; 
1750; 17.49; 0.002518442; 1.86213; 0.1127021; 0.07114445; 1.199256; -0.1909986; -0.1253489; 1.338988; -0.1752354; 0.002932084; 0.09226339; -1.040259; -0.3755981; 0.01648365; -0.9260852; 
1751; 17.5; 0.005123904; 1.861138; 0.1091916; 0.0707699; 1.196124; -0.1860591; -0.1286763; 1.346802; -0.1734661; 0.00294492; 0.09228353; -1.040253; -0.3755836; 0.01649763; -0.9261037; 
1752; 17.51; 0.005123904; 1.861138; 0.1091916; 0.0707699; 1.196124; -0.1860591; -0.1286763; 1.346802; -0.1734661; 0.00294492; 0.09228353; -1.040253; -0.3755836; 0.01649763; -0.9261037; 
1753; 17.52; 0.006857375; 1.859843; 0.1059005; 0.07084852; 1.196369; -0.1824942; -0.1301053; 1.351147; -0.1713882; 0.002938333; 0.092282; -1.040253; -0.3755926; 0.01649054; -0.926076; 
1754; 17.53; 0.006857375; 1.859843; 0.1059005; 0.07084852; 1.196369; -0.1824942; -0.1301053; 1.351147; -0.1713882; 0.002938333; 0.092282; -1.040253; -0.3755926; 0.01649054; -0.926076; 
1755; 17.54; 0.009878855; 1.857586; 0.09923195; 0.06915156; 1.206439; -0.1785114; -0.126903; 1.342628; -0.1666584; 0.002944474; 0.0922803; -1.040238; -0.3755898; 0.01652849; -0.9261133; 
1756; 17.55; 0.01106742; 1.85606; 0.09554625; 0.06751107; 1.214751; -0.1776; -0.1259088; 1.332261; -0.1701635; 0.002946419; 0.09228199; -1.040246; -0.3756068; 0.01648876; -0.9261035; 
1757; 17.56; 0.01327387; 1.8536; 0.08841522; 0.06223425; 1.236219; -0.1764001; -0.1182916; 1.302815; -0.1792209; 0.002972358; 0.09237525; -1.040255; -0.3755994; 0.01648762; -0.9260836; 
1758; 17.57; 0.01279319; 1.852504; 0.08353516; 0.05877061; 1.24881; -0.1757159; -0.1133655; 1.285387; -0.1830213; 0.002956234; 0.09229871; -1.040249; -0.375589; 0.01650657; -0.9260822; 
1759; 17.58; 0.01279319; 1.852504; 0.08353516; 0.05877061; 1.24881; -0.1757159; -0.1133655; 1.285387; -0.1830213; 0.002956234; 0.09229871; -1.040249; -0.375589; 0.01650657; -0.9260822; 
1760; 17.59; 0.01189158; 1.850145; 0.07485444; 0.05329302; 1.27685; -0.17258; -0.1018441; 1.246928; -0.1873667; 0.002943554; 0.09228045; -1.040288; -0.3755821; 0.0165059; -0.926101; 
1761; 17.6; 0.01048735; 1.849107; 0.07067715; 0.05280485; 1.291739; -0.1724437; -0.09611797; 1.232582; -0.1865746; 0.002951177; 0.09233423; -1.040233; -0.3755856; 0.01650847; -0.9260957; 
1762; 17.61; 0.01048735; 1.849107; 0.07067715; 0.05280485; 1.291739; -0.1724437; -0.09611797; 1.232582; -0.1865746; 0.002951177; 0.09233423; -1.040233; -0.3755856; 0.01650847; -0.9260957; 
1763; 17.62; 0.01048735; 1.849107; 0.07067715; 0.05280485; 1.291739; -0.1724437; -0.09611797; 1.232582; -0.1865746; 0.002951177; 0.09233423; -1.040233; -0.3755856; 0.01650847; -0.9260957; 
1764; 17.63; 0.002983767; 1.846319; 0.05920707; 0.05952211; 1.325518; -0.1696558; -0.09658344; 1.226953; -0.1709295; 0.002948128; 0.09225743; -1.040249; -0.3755973; 0.01650142; -0.9261135; 
1765; 17.64; 0.002983767; 1.846319; 0.05920707; 0.05952211; 1.325518; -0.1696558; -0.09658344; 1.226953; -0.1709295; 0.002948128; 0.09225743; -1.040249; -0.3755973; 0.01650142; -0.9261135; 
1766; 17.65; -0.003883904; 1.845136; 0.0536439; 0.06993914; 1.332644; -0.1724969; -0.09919071; 1.224424; -0.1636128; 0.002944545; 0.09226604; -1.040257; -0.3756081; 0.01647395; -0.9260862; 
1767; 17.66; -0.007626186; 1.844764; 0.05194679; 0.0748926; 1.32796; -0.1764268; -0.1010832; 1.224727; -0.1599606; 0.002953569; 0.09229887; -1.040239; -0.3755844; 0.01648894; -0.9260747; 
1768; 17.67; -0.007626186; 1.844764; 0.05194679; 0.0748926; 1.32796; -0.1764268; -0.1010832; 1.224727; -0.1599606; 0.002953569; 0.09229887; -1.040239; -0.3755844; 0.01648894; -0.9260747; 
1769; 17.68; -0.01525317; 1.844788; 0.05098419; 0.08207876; 1.30596; -0.1874543; -0.1014775; 1.228303; -0.1552775; 0.002951977; 0.0922708; -1.040246; -0.3755976; 0.01647618; -0.9260977; 
1770; 17.69; -0.01525317; 1.844788; 0.05098419; 0.08207876; 1.30596; -0.1874543; -0.1014775; 1.228303; -0.1552775; 0.002951977; 0.0922708; -1.040246; -0.3755976; 0.01647618; -0.9260977; 
1771; 17.7; -0.02362985; 1.845301; 0.05152607; 0.08454644; 1.273319; -0.1979761; -0.09824099; 1.236671; -0.1503129; 0.00297672; 0.09238943; -1.040249; -0.3756084; 0.01647937; -0.9260885; 
1772; 17.71; -0.02813552; 1.845607; 0.05242313; 0.08664427; 1.254047; -0.2018012; -0.09627711; 1.24296; -0.1493563; 0.002940644; 0.09226711; -1.04026; -0.3755893; 0.0165095; -0.926082; 
1773; 17.72; -0.02813552; 1.845607; 0.05242313; 0.08664427; 1.254047; -0.2018012; -0.09627711; 1.24296; -0.1493563; 0.002940644; 0.09226711; -1.04026; -0.3755893; 0.0165095; -0.926082; 
1774; 17.73; -0.02813552; 1.845607; 0.05242313; 0.08664427; 1.254047; -0.2018012; -0.09627711; 1.24296; -0.1493563; 0.002940644; 0.09226711; -1.04026; -0.3755893; 0.0165095; -0.926082; 
1775; 17.74; -0.03615997; 1.846907; 0.05665007; 0.08845266; 1.214238; -0.2045855; -0.0955829; 1.259701; -0.1503703; 0.002958047; 0.09228516; -1.040238; -0.3755907; 0.01647709; -0.9260817; 
1776; 17.75; -0.0435304; 1.848129; 0.06275997; 0.08763599; 1.177595; -0.1951678; -0.1030613; 1.286204; -0.1575977; 0.002928072; 0.09225942; -1.040251; -0.3755971; 0.01649912; -0.9260907; 
1777; 17.76; -0.0435304; 1.848129; 0.06275997; 0.08763599; 1.177595; -0.1951678; -0.1030613; 1.286204; -0.1575977; 0.002928072; 0.09225942; -1.040251; -0.3755971; 0.01649912; -0.9260907; 
1778; 17.77; -0.04658882; 1.848986; 0.06624102; 0.08652817; 1.166292; -0.187987; -0.1102272; 1.299931; -0.1615537; 0.002940306; 0.09230289; -1.040272; -0.3755991; 0.016514; -0.9261031; 
1779; 17.78; -0.04658882; 1.848986; 0.06624102; 0.08652817; 1.166292; -0.187987; -0.1102272; 1.299931; -0.1615537; 0.002940306; 0.09230289; -1.040272; -0.3755991; 0.016514; -0.9261031; 
1780; 17.79; -0.05182036; 1.850703; 0.07354842; 0.0803126; 1.163053; -0.1751638; -0.1249569; 1.328848; -0.1687409; 0.002951236; 0.09229241; -1.040251; -0.3755858; 0.01648105; -0.9260876; 
1781; 17.8; -0.05541743; 1.852189; 0.08082284; 0.07735332; 1.176941; -0.1722998; -0.1320631; 1.349702; -0.1654871; 0.0029414; 0.09226011; -1.040259; -0.3755848; 0.01648996; -0.9260903; 
1782; 17.81; -0.0568685; 1.85261; 0.08432312; 0.07462706; 1.187444; -0.1724949; -0.1333862; 1.36289; -0.1712903; 0.002963574; 0.09236442; -1.040263; -0.3755774; 0.01649781; -0.926086; 
1783; 17.82; -0.0568685; 1.85261; 0.08432312; 0.07462706; 1.187444; -0.1724949; -0.1333862; 1.36289; -0.1712903; 0.002963574; 0.09236442; -1.040263; -0.3755774; 0.01649781; -0.926086; 
1784; 17.83; -0.05928168; 1.853414; 0.09018752; 0.06881581; 1.211868; -0.1739069; -0.1313633; 1.359643; -0.1695772; 0.002943076; 0.09225573; -1.040247; -0.3755797; 0.01647928; -0.9260982; 
1785; 17.84; -0.06019293; 1.854182; 0.09299165; 0.06547721; 1.225545; -0.1740385; -0.1308342; 1.350989; -0.1768886; 0.002983332; 0.09238461; -1.040269; -0.3755973; 0.01649738; -0.926105; 
1786; 17.85; -0.06062938; 1.854705; 0.09498838; 0.06278156; 1.241226; -0.1739511; -0.1288055; 1.339466; -0.1853562; 0.002944293; 0.0922768; -1.040249; -0.3756058; 0.01648217; -0.926082; 
1787; 17.86; -0.0606243; 1.855372; 0.09656916; 0.06049319; 1.258365; -0.1734895; -0.1263589; 1.324691; -0.1939271; 0.002942639; 0.09226784; -1.040252; -0.3755953; 0.01648749; -0.9260845; 
1788; 17.87; -0.06007851; 1.856169; 0.09769688; 0.05935488; 1.275552; -0.1732022; -0.1231195; 1.307334; -0.2011947; 0.002949058; 0.09230489; -1.040284; -0.3756022; 0.01648431; -0.9260885; 
1789; 17.88; -0.06007851; 1.856169; 0.09769688; 0.05935488; 1.275552; -0.1732022; -0.1231195; 1.307334; -0.2011947; 0.002949058; 0.09230489; -1.040284; -0.3756022; 0.01648431; -0.9260885; 
1790; 17.89; -0.05769454; 1.857772; 0.09878828; 0.06082571; 1.309501; -0.1734959; -0.1167724; 1.265397; -0.2104502; 0.002991376; 0.09243016; -1.040238; -0.3755892; 0.01649253; -0.9260861; 
1791; 17.9; -0.05539962; 1.85894; 0.09917177; 0.06217772; 1.32493; -0.1732085; -0.1119834; 1.243545; -0.2100774; 0.002956626; 0.09229954; -1.040273; -0.3755811; 0.01650247; -0.9261004; 
1792; 17.91; -0.05293449; 1.859833; 0.09912477; 0.06529184; 1.33883; -0.1726609; -0.1059498; 1.229715; -0.2046884; 0.002938807; 0.09227517; -1.040242; -0.3755913; 0.01649833; -0.9261045; 
1793; 17.92; -0.05023807; 1.860778; 0.09879944; 0.06974623; 1.349527; -0.1730101; -0.1024281; 1.228251; -0.1967213; 0.002947611; 0.09229059; -1.040244; -0.3755998; 0.0164832; -0.9260781; 
1794; 17.93; -0.05023807; 1.860778; 0.09879944; 0.06974623; 1.349527; -0.1730101; -0.1024281; 1.228251; -0.1967213; 0.002947611; 0.09229059; -1.040244; -0.3755998; 0.0164832; -0.9260781; 
1795; 17.94; -0.04400775; 1.862506; 0.09738163; 0.07969657; 1.359201; -0.1762407; -0.1030496; 1.240113; -0.1842949; 0.002939972; 0.09228114; -1.040264; -0.3755998; 0.01649162; -0.9260795; 
1796; 17.95; -0.04047822; 1.863223; 0.09643824; 0.08439608; 1.357138; -0.18015; -0.1049312; 1.247908; -0.1810338; 0.002945884; 0.0922742; -1.040248; -0.3756053; 0.0164891; -0.9260824; 
1797; 17.96; -0.04047822; 1.863223; 0.09643824; 0.08439608; 1.357138; -0.18015; -0.1049312; 1.247908; -0.1810338; 0.002945884; 0.0922742; -1.040248; -0.3756053; 0.0164891; -0.9260824; 
1798; 17.97; -0.0333115; 1.864439; 0.09346831; 0.0942071; 1.341428; -0.1927296; -0.1082473; 1.262762; -0.1788785; 0.002936219; 0.09226537; -1.040251; -0.3755843; 0.01649674; -0.926072; 
1799; 17.98; -0.02952035; 1.864769; 0.09172014; 0.09852953; 1.328627; -0.1996942; -0.1091901; 1.271002; -0.1806626; 0.002946947; 0.09230664; -1.040232; -0.3755966; 0.01649541; -0.9261009; 
1800; 17.99; -0.02563557; 1.864843; 0.08986606; 0.1017846; 1.312283; -0.2072487; -0.1093791; 1.278744; -0.1837844; 0.002942214; 0.09226704; -1.040258; -0.3755908; 0.0164854; -0.9260843; 
1801; 18; -0.02139388; 1.864753; 0.08784062; 0.1033879; 1.292361; -0.2136135; -0.1106088; 1.287537; -0.1874845; 0.002933846; 0.09226477; -1.040252; -0.3755926; 0.01649376; -0.9260761; 
1802; 18.01; -0.01729655; 1.864299; 0.0856693; 0.1037985; 1.270474; -0.218361; -0.1119223; 1.297552; -0.1913621; 0.002970919; 0.09235943; -1.040265; -0.3755911; 0.0164868; -0.9261039; 
1803; 18.02; -0.01343352; 1.863435; 0.08339623; 0.1029123; 1.247195; -0.2208308; -0.1145023; 1.308454; -0.1940578; 0.002948463; 0.0922897; -1.04025; -0.3755933; 0.01649978; -0.9260857; 
1804; 18.03; -0.01343352; 1.863435; 0.08339623; 0.1029123; 1.247195; -0.2208308; -0.1145023; 1.308454; -0.1940578; 0.002948463; 0.0922897; -1.04025; -0.3755933; 0.01649978; -0.9260857; 
1805; 18.04; -0.005916464; 1.861024; 0.07829656; 0.1005036; 1.206656; -0.2173804; -0.124548; 1.331094; -0.1957376; 0.002932772; 0.09225667; -1.040255; -0.3755988; 0.01649329; -0.9260779; 
1806; 18.05; -0.002584226; 1.859635; 0.07552128; 0.09907127; 1.195681; -0.2110114; -0.130244; 1.341084; -0.1948442; 0.002933037; 0.09226309; -1.040258; -0.3755832; 0.01650216; -0.9260684; 
1807; 18.06; -0.002584226; 1.859635; 0.07552128; 0.09907127; 1.195681; -0.2110114; -0.130244; 1.341084; -0.1948442; 0.002933037; 0.09226309; -1.040258; -0.3755832; 0.01650216; -0.9260684; 
1808; 18.07; 0.002923627; 1.85643; 0.06977638; 0.09782881; 1.19256; -0.2007819; -0.1375414; 1.353706; -0.189775; 0.002944894; 0.09230031; -1.040284; -0.3755957; 0.01650275; -0.9260907; 
1809; 18.08; 0.004716563; 1.854781; 0.06718934; 0.09731598; 1.195474; -0.1980828; -0.1372974; 1.353238; -0.1863523; 0.0029471; 0.09225633; -1.040252; -0.3756006; 0.01648552; -0.9260728; 
1810; 18.09; 0.004716563; 1.854781; 0.06718934; 0.09731598; 1.195474; -0.1980828; -0.1372974; 1.353238; -0.1863523; 0.0029471; 0.09225633; -1.040252; -0.3756006; 0.01648552; -0.9260728; 
1811; 18.1; 0.006536645; 1.851939; 0.06321204; 0.09227444; 1.208687; -0.1947508; -0.1316362; 1.335778; -0.1825279; 0.002926383; 0.09224826; -1.040257; -0.3756054; 0.01649297; -0.9261111; 
1812; 18.11; 0.006536645; 1.851939; 0.06321204; 0.09227444; 1.208687; -0.1947508; -0.1316362; 1.335778; -0.1825279; 0.002926383; 0.09224826; -1.040257; -0.3756054; 0.01649297; -0.9261111; 
1813; 18.12; 0.005634996; 1.849404; 0.05919683; 0.08090755; 1.226702; -0.1923172; -0.1243451; 1.305971; -0.1897083; 0.002976563; 0.09236425; -1.040258; -0.3756128; 0.0164768; -0.9260914; 
1814; 18.13; 0.004691264; 1.848487; 0.05746191; 0.07524534; 1.237576; -0.1907175; -0.1200173; 1.288508; -0.1929699; 0.002947039; 0.0922677; -1.040255; -0.3755859; 0.01648683; -0.9260796; 
1815; 18.14; 0.003359194; 1.847695; 0.05591112; 0.07053167; 1.249469; -0.1897417; -0.1154599; 1.269742; -0.1949275; 0.002959588; 0.09234402; -1.040267; -0.3755869; 0.01649293; -0.9260781; 
1816; 18.15; 0.001790349; 1.847117; 0.05466858; 0.06659248; 1.262893; -0.1880535; -0.1091894; 1.252336; -0.1993461; 0.002932547; 0.09226456; -1.04026; -0.3755975; 0.01648521; -0.9260958; 
1817; 18.16; 0.001790349; 1.847117; 0.05466858; 0.06659248; 1.262893; -0.1880535; -0.1091894; 1.252336; -0.1993461; 0.002932547; 0.09226456; -1.04026; -0.3755975; 0.01648521; -0.9260958; 
1818; 18.17; -0.002156776; 1.846395; 0.05336792; 0.06433231; 1.291339; -0.1867398; -0.0969799; 1.214902; -0.1896753; 0.002943935; 0.09229168; -1.040256; -0.375599; 0.01649526; -0.9261056; 
1819; 18.18; -0.002156776; 1.846395; 0.05336792; 0.06433231; 1.291339; -0.1867398; -0.0969799; 1.214902; -0.1896753; 0.002943935; 0.09229168; -1.040256; -0.375599; 0.01649526; -0.9261056; 
1820; 18.19; -0.007087586; 1.846264; 0.05370057; 0.06843553; 1.317387; -0.1853855; -0.09730866; 1.214542; -0.1750982; 0.002959181; 0.09233768; -1.040232; -0.3756083; 0.0164903; -0.9260851; 
