0; Time; S1posx; S1posy; S1posz; S2posx; S2posy; S2posz; S3posx; S3posy; S3posz; S4posx; S4posy; S4posz; S5posx; S5posy; S5posz; 
419; 4.18; -0.05694294; 1.857508; 0.005665912; 0.08363395; 1.373398; -0.193634; -0.1734283; 1.220368; -0.2026934; 0.002949543; 0.09233524; -1.04028; -0.3756391; 0.01646657; -0.9261004; 
420; 4.19; -0.05694294; 1.857508; 0.005665912; 0.08363395; 1.373398; -0.193634; -0.1734283; 1.220368; -0.2026934; 0.002949543; 0.09233524; -1.04028; -0.3756391; 0.01646657; -0.9261004; 
421; 4.2; -0.05694294; 1.857508; 0.005665912; 0.08363395; 1.373398; -0.193634; -0.1734283; 1.220368; -0.2026934; 0.002949543; 0.09233524; -1.04028; -0.3756391; 0.01646657; -0.9261004; 
422; 4.21; -0.05694294; 1.857508; 0.005665912; 0.08363395; 1.373398; -0.193634; -0.1734283; 1.220368; -0.2026934; 0.002949543; 0.09233524; -1.04028; -0.3756391; 0.01646657; -0.9261004; 
423; 4.22; -0.05694294; 1.857508; 0.005665912; 0.08363395; 1.373398; -0.193634; -0.1734283; 1.220368; -0.2026934; 0.002949543; 0.09233524; -1.04028; -0.3756391; 0.01646657; -0.9261004; 
424; 4.23; -0.05694294; 1.857508; 0.005665912; 0.08363395; 1.373398; -0.193634; -0.1734283; 1.220368; -0.2026934; 0.002949543; 0.09233524; -1.04028; -0.3756391; 0.01646657; -0.9261004; 
425; 4.24; -0.05694294; 1.857508; 0.005665912; 0.08363395; 1.373398; -0.193634; -0.1734283; 1.220368; -0.2026934; 0.002949543; 0.09233524; -1.04028; -0.3756391; 0.01646657; -0.9261004; 
426; 4.25; -0.05694294; 1.857508; 0.005665912; 0.08363395; 1.373398; -0.193634; -0.1734283; 1.220368; -0.2026934; 0.002949543; 0.09233524; -1.04028; -0.3756391; 0.01646657; -0.9261004; 
427; 4.26; -0.06537624; 1.839103; -0.01810691; 0.09354337; 1.25123; -0.2303405; -0.1749247; 1.228866; -0.1843575; 0.002931903; 0.09223617; -1.040239; -0.3756261; 0.01646211; -0.926126; 
428; 4.27; -0.06537624; 1.839103; -0.01810691; 0.09354337; 1.25123; -0.2303405; -0.1749247; 1.228866; -0.1843575; 0.002931903; 0.09223617; -1.040239; -0.3756261; 0.01646211; -0.926126; 
429; 4.28; -0.06537624; 1.839103; -0.01810691; 0.09354337; 1.25123; -0.2303405; -0.1749247; 1.228866; -0.1843575; 0.002931903; 0.09223617; -1.040239; -0.3756261; 0.01646211; -0.926126; 
430; 4.29; -0.06537624; 1.839103; -0.01810691; 0.09354337; 1.25123; -0.2303405; -0.1749247; 1.228866; -0.1843575; 0.002931903; 0.09223617; -1.040239; -0.3756261; 0.01646211; -0.926126; 
431; 4.3; -0.06537624; 1.839103; -0.01810691; 0.09354337; 1.25123; -0.2303405; -0.1749247; 1.228866; -0.1843575; 0.002931903; 0.09223617; -1.040239; -0.3756261; 0.01646211; -0.926126; 
432; 4.31; -0.05732293; 1.835312; -0.02296804; 0.1044308; 1.196531; -0.211395; -0.1625749; 1.216696; -0.1761359; 0.002943179; 0.09229602; -1.040244; -0.3756032; 0.01648859; -0.9261119; 
433; 4.32; -0.05487138; 1.835272; -0.02302698; 0.1050994; 1.201326; -0.2070812; -0.1564994; 1.208304; -0.1723094; 0.002932517; 0.09227932; -1.040247; -0.3756138; 0.01647396; -0.9260873; 
434; 4.33; -0.05487138; 1.835272; -0.02302698; 0.1050994; 1.201326; -0.2070812; -0.1564994; 1.208304; -0.1723094; 0.002932517; 0.09227932; -1.040247; -0.3756138; 0.01647396; -0.9260873; 
435; 4.34; -0.04968165; 1.835701; -0.02252547; 0.1004875; 1.220205; -0.2007289; -0.1401664; 1.192803; -0.1624676; 0.002931564; 0.09229168; -1.040248; -0.3756032; 0.01646756; -0.9260964; 
436; 4.35; -0.04758402; 1.835819; -0.02288268; 0.09597506; 1.232167; -0.1978776; -0.1315298; 1.190643; -0.1598054; 0.002943162; 0.09229782; -1.040248; -0.3756072; 0.01648954; -0.9260808; 
437; 4.36; -0.04513119; 1.83628; -0.02270855; 0.09053656; 1.244407; -0.1945512; -0.125343; 1.196903; -0.1576725; 0.002940979; 0.09228735; -1.040245; -0.3756107; 0.01646874; -0.9260926; 
438; 4.37; -0.04275145; 1.836927; -0.02237954; 0.08522926; 1.257028; -0.1911589; -0.1239348; 1.205976; -0.1585138; 0.002943338; 0.09227802; -1.040247; -0.3756284; 0.01647054; -0.9260846; 
439; 4.38; -0.04066459; 1.837736; -0.02180142; 0.08208802; 1.269158; -0.1881808; -0.1284814; 1.212825; -0.1625287; 0.002936597; 0.09232264; -1.04022; -0.3755965; 0.01647087; -0.9260831; 
440; 4.39; -0.04066459; 1.837736; -0.02180142; 0.08208802; 1.269158; -0.1881808; -0.1284814; 1.212825; -0.1625287; 0.002936597; 0.09232264; -1.04022; -0.3755965; 0.01647087; -0.9260831; 
441; 4.4; -0.04066459; 1.837736; -0.02180142; 0.08208802; 1.269158; -0.1881808; -0.1284814; 1.212825; -0.1625287; 0.002936597; 0.09232264; -1.04022; -0.3755965; 0.01647087; -0.9260831; 
442; 4.41; -0.04066459; 1.837736; -0.02180142; 0.08208802; 1.269158; -0.1881808; -0.1284814; 1.212825; -0.1625287; 0.002936597; 0.09232264; -1.04022; -0.3755965; 0.01647087; -0.9260831; 
443; 4.42; -0.04066459; 1.837736; -0.02180142; 0.08208802; 1.269158; -0.1881808; -0.1284814; 1.212825; -0.1625287; 0.002936597; 0.09232264; -1.04022; -0.3755965; 0.01647087; -0.9260831; 
444; 4.43; -0.04066459; 1.837736; -0.02180142; 0.08208802; 1.269158; -0.1881808; -0.1284814; 1.212825; -0.1625287; 0.002936597; 0.09232264; -1.04022; -0.3755965; 0.01647087; -0.9260831; 
445; 4.44; -0.04066459; 1.837736; -0.02180142; 0.08208802; 1.269158; -0.1881808; -0.1284814; 1.212825; -0.1625287; 0.002936597; 0.09232264; -1.04022; -0.3755965; 0.01647087; -0.9260831; 
446; 4.45; -0.04066459; 1.837736; -0.02180142; 0.08208802; 1.269158; -0.1881808; -0.1284814; 1.212825; -0.1625287; 0.002936597; 0.09232264; -1.04022; -0.3755965; 0.01647087; -0.9260831; 
447; 4.46; -0.04066459; 1.837736; -0.02180142; 0.08208802; 1.269158; -0.1881808; -0.1284814; 1.212825; -0.1625287; 0.002936597; 0.09232264; -1.04022; -0.3755965; 0.01647087; -0.9260831; 
448; 4.47; -0.04066459; 1.837736; -0.02180142; 0.08208802; 1.269158; -0.1881808; -0.1284814; 1.212825; -0.1625287; 0.002936597; 0.09232264; -1.04022; -0.3755965; 0.01647087; -0.9260831; 
449; 4.48; -0.04066459; 1.837736; -0.02180142; 0.08208802; 1.269158; -0.1881808; -0.1284814; 1.212825; -0.1625287; 0.002936597; 0.09232264; -1.04022; -0.3755965; 0.01647087; -0.9260831; 
450; 4.49; -0.04066459; 1.837736; -0.02180142; 0.08208802; 1.269158; -0.1881808; -0.1284814; 1.212825; -0.1625287; 0.002936597; 0.09232264; -1.04022; -0.3755965; 0.01647087; -0.9260831; 
451; 4.5; -0.04066459; 1.837736; -0.02180142; 0.08208802; 1.269158; -0.1881808; -0.1284814; 1.212825; -0.1625287; 0.002936597; 0.09232264; -1.04022; -0.3755965; 0.01647087; -0.9260831; 
452; 4.51; -0.04246956; 1.858337; 0.01274521; 0.08043191; 1.197838; -0.1861228; -0.1740603; 1.343694; -0.1813485; 0.002994951; 0.09236892; -1.04026; -0.3755989; 0.01647279; -0.9261063; 
453; 4.52; -0.04515606; 1.859984; 0.01728538; 0.08561575; 1.201542; -0.186208; -0.1735246; 1.34647; -0.1845441; 0.00294149; 0.09226403; -1.040241; -0.3756042; 0.01645457; -0.9260823; 
454; 4.53; -0.05572888; 1.863379; 0.0306602; 0.09493916; 1.227608; -0.1931064; -0.1681894; 1.334859; -0.1995233; 0.002966071; 0.09234554; -1.040209; -0.3755963; 0.01647405; -0.9260843; 
455; 4.54; -0.05572888; 1.863379; 0.0306602; 0.09493916; 1.227608; -0.1931064; -0.1681894; 1.334859; -0.1995233; 0.002966071; 0.09234554; -1.040209; -0.3755963; 0.01647405; -0.9260843; 
456; 4.55; -0.06352665; 1.864399; 0.03812956; 0.09059002; 1.252076; -0.1951046; -0.1634442; 1.317273; -0.2097718; 0.002941886; 0.09225994; -1.040233; -0.3756118; 0.01645449; -0.926082; 
457; 4.56; -0.06746453; 1.86424; 0.04130802; 0.08740471; 1.267357; -0.1959222; -0.1613588; 1.306094; -0.2144066; 0.002973847; 0.09239836; -1.040259; -0.3755966; 0.01647669; -0.9260805; 
458; 4.57; -0.07148344; 1.864164; 0.04380094; 0.08365393; 1.2824; -0.1958147; -0.158888; 1.294442; -0.2177938; 0.002949007; 0.09229244; -1.040249; -0.3756008; 0.0164711; -0.926088; 
459; 4.58; -0.07497341; 1.863988; 0.04584772; 0.08046453; 1.298202; -0.1955305; -0.1566275; 1.283103; -0.2197028; 0.002928824; 0.09227223; -1.040249; -0.3756053; 0.01648815; -0.9260972; 
460; 4.59; -0.07813849; 1.863801; 0.04749456; 0.07921895; 1.314445; -0.1951034; -0.153659; 1.274953; -0.2200562; 0.002962787; 0.09235545; -1.040259; -0.3755912; 0.01650078; -0.9260927; 
461; 4.6; -0.0809033; 1.863665; 0.0489031; 0.07886134; 1.331163; -0.1942942; -0.1529647; 1.270526; -0.2174648; 0.002932334; 0.09229613; -1.040242; -0.3756053; 0.01648185; -0.9260882; 
462; 4.61; -0.08316339; 1.863528; 0.04967677; 0.07900672; 1.347449; -0.1926102; -0.1541948; 1.270223; -0.2143934; 0.002949273; 0.09236813; -1.040263; -0.3756007; 0.01648759; -0.9260827; 
463; 4.62; -0.08482352; 1.86345; 0.05010056; 0.08020928; 1.363152; -0.1906514; -0.1580265; 1.272082; -0.2143418; 0.002935571; 0.0922563; -1.040244; -0.3756072; 0.01647582; -0.9260809; 
464; 4.63; -0.08482352; 1.86345; 0.05010056; 0.08020928; 1.363152; -0.1906514; -0.1580265; 1.272082; -0.2143418; 0.002935571; 0.0922563; -1.040244; -0.3756072; 0.01647582; -0.9260809; 
465; 4.64; -0.0862932; 1.863669; 0.05002704; 0.08595305; 1.391072; -0.1848375; -0.1692018; 1.276918; -0.2161551; 0.00296827; 0.09237917; -1.040265; -0.3755976; 0.01646891; -0.926091; 
466; 4.65; -0.0862932; 1.863669; 0.05002704; 0.08595305; 1.391072; -0.1848375; -0.1692018; 1.276918; -0.2161551; 0.00296827; 0.09237917; -1.040265; -0.3755976; 0.01646891; -0.926091; 
467; 4.66; -0.08491713; 1.864324; 0.04942612; 0.09132934; 1.41354; -0.1778542; -0.1770406; 1.285218; -0.2162804; 0.002985733; 0.09237158; -1.040247; -0.3756107; 0.01646708; -0.9260918; 
468; 4.67; -0.08335306; 1.864679; 0.04850994; 0.09369217; 1.421559; -0.1746557; -0.1778161; 1.287947; -0.2136795; 0.002940958; 0.09229264; -1.040277; -0.3755915; 0.01649699; -0.9260891; 
469; 4.68; -0.08145072; 1.86505; 0.04744612; 0.09616882; 1.426526; -0.1733529; -0.1745582; 1.286267; -0.2106107; 0.002926191; 0.09227061; -1.040252; -0.3755969; 0.01648212; -0.9260939; 
470; 4.69; -0.07909015; 1.865373; 0.04605972; 0.09825787; 1.428774; -0.1736962; -0.1713644; 1.28124; -0.2079137; 0.002954231; 0.09235461; -1.040246; -0.3756019; 0.01648066; -0.9260858; 
471; 4.7; -0.07909015; 1.865373; 0.04605972; 0.09825787; 1.428774; -0.1736962; -0.1713644; 1.28124; -0.2079137; 0.002954231; 0.09235461; -1.040246; -0.3756019; 0.01648066; -0.9260858; 
472; 4.71; -0.07909015; 1.865373; 0.04605972; 0.09825787; 1.428774; -0.1736962; -0.1713644; 1.28124; -0.2079137; 0.002954231; 0.09235461; -1.040246; -0.3756019; 0.01648066; -0.9260858; 
473; 4.72; -0.07909015; 1.865373; 0.04605972; 0.09825787; 1.428774; -0.1736962; -0.1713644; 1.28124; -0.2079137; 0.002954231; 0.09235461; -1.040246; -0.3756019; 0.01648066; -0.9260858; 
474; 4.73; -0.07909015; 1.865373; 0.04605972; 0.09825787; 1.428774; -0.1736962; -0.1713644; 1.28124; -0.2079137; 0.002954231; 0.09235461; -1.040246; -0.3756019; 0.01648066; -0.9260858; 
475; 4.74; -0.07909015; 1.865373; 0.04605972; 0.09825787; 1.428774; -0.1736962; -0.1713644; 1.28124; -0.2079137; 0.002954231; 0.09235461; -1.040246; -0.3756019; 0.01648066; -0.9260858; 
476; 4.75; -0.07909015; 1.865373; 0.04605972; 0.09825787; 1.428774; -0.1736962; -0.1713644; 1.28124; -0.2079137; 0.002954231; 0.09235461; -1.040246; -0.3756019; 0.01648066; -0.9260858; 
477; 4.76; -0.07909015; 1.865373; 0.04605972; 0.09825787; 1.428774; -0.1736962; -0.1713644; 1.28124; -0.2079137; 0.002954231; 0.09235461; -1.040246; -0.3756019; 0.01648066; -0.9260858; 
478; 4.77; -0.07909015; 1.865373; 0.04605972; 0.09825787; 1.428774; -0.1736962; -0.1713644; 1.28124; -0.2079137; 0.002954231; 0.09235461; -1.040246; -0.3756019; 0.01648066; -0.9260858; 
479; 4.78; -0.07909015; 1.865373; 0.04605972; 0.09825787; 1.428774; -0.1736962; -0.1713644; 1.28124; -0.2079137; 0.002954231; 0.09235461; -1.040246; -0.3756019; 0.01648066; -0.9260858; 
480; 4.79; -0.07909015; 1.865373; 0.04605972; 0.09825787; 1.428774; -0.1736962; -0.1713644; 1.28124; -0.2079137; 0.002954231; 0.09235461; -1.040246; -0.3756019; 0.01648066; -0.9260858; 
481; 4.8; -0.04798197; 1.861296; 0.02509306; 0.1132264; 1.335778; -0.2225738; -0.1274032; 1.20064; -0.1739132; 0.002924768; 0.09227802; -1.040249; -0.3755975; 0.01649939; -0.926089; 
482; 4.81; -0.04227777; 1.858413; 0.01889094; 0.1072684; 1.281247; -0.2318075; -0.1292442; 1.21301; -0.1691424; 0.002952287; 0.09229876; -1.040239; -0.3756012; 0.01650443; -0.9261065; 
483; 4.82; -0.04227777; 1.858413; 0.01889094; 0.1072684; 1.281247; -0.2318075; -0.1292442; 1.21301; -0.1691424; 0.002952287; 0.09229876; -1.040239; -0.3756012; 0.01650443; -0.9261065; 
484; 4.83; -0.03991604; 1.856873; 0.01598036; 0.1040717; 1.253222; -0.2321476; -0.1320546; 1.220888; -0.1720503; 0.002964259; 0.09237805; -1.040262; -0.3756037; 0.0164804; -0.9260844; 
485; 4.84; -0.03790074; 1.855274; 0.01325843; 0.1018989; 1.227138; -0.2288479; -0.1365643; 1.231074; -0.1751604; 0.002945532; 0.09226246; -1.040246; -0.3756036; 0.01647189; -0.9260893; 
486; 4.85; -0.03645809; 1.853637; 0.01067453; 0.1020006; 1.206184; -0.2230741; -0.1399558; 1.241788; -0.1792474; 0.002948227; 0.0922823; -1.040245; -0.3756049; 0.01647744; -0.9261138; 
487; 4.86; -0.03645809; 1.853637; 0.01067453; 0.1020006; 1.206184; -0.2230741; -0.1399558; 1.241788; -0.1792474; 0.002948227; 0.0922823; -1.040245; -0.3756049; 0.01647744; -0.9261138; 
488; 4.87; -0.03533448; 1.851987; 0.0082078; 0.1029643; 1.18666; -0.2153157; -0.1452521; 1.257882; -0.1829682; 0.002935606; 0.09229119; -1.040249; -0.3756012; 0.01648303; -0.9260828; 
489; 4.88; -0.03480817; 1.85044; 0.005809127; 0.1047616; 1.169247; -0.2066947; -0.1502187; 1.274039; -0.1866698; 0.002968334; 0.09236783; -1.04025; -0.3756088; 0.01646547; -0.926092; 
490; 4.89; -0.03555005; 1.847617; 0.0015472; 0.1021293; 1.141047; -0.1844612; -0.1605639; 1.307778; -0.1897952; 0.002957365; 0.09235742; -1.040258; -0.3755954; 0.01647669; -0.926083; 
491; 4.9; -0.03555005; 1.847617; 0.0015472; 0.1021293; 1.141047; -0.1844612; -0.1605639; 1.307778; -0.1897952; 0.002957365; 0.09235742; -1.040258; -0.3755954; 0.01647669; -0.926083; 
492; 4.91; -0.0369813; 1.846357; -0.0003192177; 0.09610492; 1.137311; -0.1733682; -0.165586; 1.324893; -0.1894205; 0.002971998; 0.09238207; -1.040245; -0.375593; 0.01647114; -0.9260877; 
493; 4.92; -0.04143926; 1.844282; -0.003065635; 0.08319293; 1.147847; -0.162138; -0.1719366; 1.351926; -0.1851056; 0.00296889; 0.09236063; -1.04025; -0.3756027; 0.01648047; -0.926107; 
494; 4.93; -0.04424294; 1.843434; -0.004053064; 0.07805379; 1.157933; -0.1603672; -0.1727784; 1.360834; -0.1816326; 0.002967257; 0.0924058; -1.04026; -0.3756085; 0.01648195; -0.9260901; 
495; 4.94; -0.05352612; 1.841523; -0.004615223; 0.06690601; 1.195344; -0.1665975; -0.170091; 1.355445; -0.1847536; 0.002966205; 0.09239276; -1.04026; -0.3755935; 0.01649666; -0.9260852; 
496; 4.95; -0.05633359; 1.841428; -0.004316138; 0.06419791; 1.21344; -0.1698432; -0.1688572; 1.346915; -0.1912925; 0.002943021; 0.09229688; -1.040239; -0.3756115; 0.01648147; -0.9260841; 
497; 4.96; -0.05912629; 1.841447; -0.003322409; 0.06272759; 1.235243; -0.1735732; -0.1668378; 1.336593; -0.1970132; 0.002926988; 0.09229445; -1.040239; -0.375608; 0.01648908; -0.9260927; 
498; 4.97; -0.06198062; 1.841865; -0.001908088; 0.06167493; 1.259575; -0.1758362; -0.1634205; 1.323924; -0.2030102; 0.002966268; 0.09238412; -1.040253; -0.3756059; 0.01648; -0.9260844; 
499; 4.98; -0.06198062; 1.841865; -0.001908088; 0.06167493; 1.259575; -0.1758362; -0.1634205; 1.323924; -0.2030102; 0.002966268; 0.09238412; -1.040253; -0.3756059; 0.01648; -0.9260844; 
500; 4.99; -0.06557512; 1.843555; 0.002188165; 0.06477692; 1.311019; -0.1771195; -0.1565167; 1.297333; -0.2126508; 0.002936982; 0.09231378; -1.040272; -0.3756102; 0.0164848; -0.926074; 
501; 5; -0.06696906; 1.846632; 0.008226822; 0.07192011; 1.35989; -0.1726142; -0.1525729; 1.282905; -0.2117796; 0.002931762; 0.0922926; -1.040243; -0.3756014; 0.01648085; -0.926079; 
502; 5.01; -0.06696906; 1.846632; 0.008226822; 0.07192011; 1.35989; -0.1726142; -0.1525729; 1.282905; -0.2117796; 0.002931762; 0.0922926; -1.040243; -0.3756014; 0.01648085; -0.926079; 
503; 5.02; -0.06587195; 1.850847; 0.01564977; 0.08031936; 1.401114; -0.1629667; -0.1595483; 1.285016; -0.2049567; 0.002941412; 0.09230383; -1.040249; -0.3755999; 0.0164768; -0.9260874; 
504; 5.03; -0.06587195; 1.850847; 0.01564977; 0.08031936; 1.401114; -0.1629667; -0.1595483; 1.285016; -0.2049567; 0.002941412; 0.09230383; -1.040249; -0.3755999; 0.0164768; -0.9260874; 
505; 5.04; -0.06456489; 1.853211; 0.01965758; 0.08485458; 1.417331; -0.1592152; -0.165643; 1.286772; -0.2038995; 0.002937796; 0.09227983; -1.040245; -0.3756032; 0.01648142; -0.9260755; 
506; 5.05; -0.06456489; 1.853211; 0.01965758; 0.08485458; 1.417331; -0.1592152; -0.165643; 1.286772; -0.2038995; 0.002937796; 0.09227983; -1.040245; -0.3756032; 0.01648142; -0.9260755; 
507; 5.06; -0.06456489; 1.853211; 0.01965758; 0.08485458; 1.417331; -0.1592152; -0.165643; 1.286772; -0.2038995; 0.002937796; 0.09227983; -1.040245; -0.3756032; 0.01648142; -0.9260755; 
508; 5.07; -0.06456489; 1.853211; 0.01965758; 0.08485458; 1.417331; -0.1592152; -0.165643; 1.286772; -0.2038995; 0.002937796; 0.09227983; -1.040245; -0.3756032; 0.01648142; -0.9260755; 
509; 5.08; -0.06456489; 1.853211; 0.01965758; 0.08485458; 1.417331; -0.1592152; -0.165643; 1.286772; -0.2038995; 0.002937796; 0.09227983; -1.040245; -0.3756032; 0.01648142; -0.9260755; 
510; 5.09; -0.06456489; 1.853211; 0.01965758; 0.08485458; 1.417331; -0.1592152; -0.165643; 1.286772; -0.2038995; 0.002937796; 0.09227983; -1.040245; -0.3756032; 0.01648142; -0.9260755; 
511; 5.1; -0.06456489; 1.853211; 0.01965758; 0.08485458; 1.417331; -0.1592152; -0.165643; 1.286772; -0.2038995; 0.002937796; 0.09227983; -1.040245; -0.3756032; 0.01648142; -0.9260755; 
512; 5.11; -0.06456489; 1.853211; 0.01965758; 0.08485458; 1.417331; -0.1592152; -0.165643; 1.286772; -0.2038995; 0.002937796; 0.09227983; -1.040245; -0.3756032; 0.01648142; -0.9260755; 
513; 5.12; -0.06456489; 1.853211; 0.01965758; 0.08485458; 1.417331; -0.1592152; -0.165643; 1.286772; -0.2038995; 0.002937796; 0.09227983; -1.040245; -0.3756032; 0.01648142; -0.9260755; 
514; 5.13; -0.06456489; 1.853211; 0.01965758; 0.08485458; 1.417331; -0.1592152; -0.165643; 1.286772; -0.2038995; 0.002937796; 0.09227983; -1.040245; -0.3756032; 0.01648142; -0.9260755; 
515; 5.14; -0.04437884; 1.872923; 0.07103243; 0.1164741; 1.457812; -0.171366; -0.1488095; 1.246373; -0.1929355; 0.002986772; 0.09238337; -1.040239; -0.3755957; 0.01649687; -0.9260752; 
516; 5.15; -0.04437884; 1.872923; 0.07103243; 0.1164741; 1.457812; -0.171366; -0.1488095; 1.246373; -0.1929355; 0.002986772; 0.09238337; -1.040239; -0.3755957; 0.01649687; -0.9260752; 
517; 5.16; -0.04437884; 1.872923; 0.07103243; 0.1164741; 1.457812; -0.171366; -0.1488095; 1.246373; -0.1929355; 0.002986772; 0.09238337; -1.040239; -0.3755957; 0.01649687; -0.9260752; 
518; 5.17; -0.04437884; 1.872923; 0.07103243; 0.1164741; 1.457812; -0.171366; -0.1488095; 1.246373; -0.1929355; 0.002986772; 0.09238337; -1.040239; -0.3755957; 0.01649687; -0.9260752; 
519; 5.18; -0.04437884; 1.872923; 0.07103243; 0.1164741; 1.457812; -0.171366; -0.1488095; 1.246373; -0.1929355; 0.002986772; 0.09238337; -1.040239; -0.3755957; 0.01649687; -0.9260752; 
520; 5.19; -0.04437884; 1.872923; 0.07103243; 0.1164741; 1.457812; -0.171366; -0.1488095; 1.246373; -0.1929355; 0.002986772; 0.09238337; -1.040239; -0.3755957; 0.01649687; -0.9260752; 
521; 5.2; -0.04437884; 1.872923; 0.07103243; 0.1164741; 1.457812; -0.171366; -0.1488095; 1.246373; -0.1929355; 0.002986772; 0.09238337; -1.040239; -0.3755957; 0.01649687; -0.9260752; 
522; 5.21; -0.04437884; 1.872923; 0.07103243; 0.1164741; 1.457812; -0.171366; -0.1488095; 1.246373; -0.1929355; 0.002986772; 0.09238337; -1.040239; -0.3755957; 0.01649687; -0.9260752; 
523; 5.22; -0.04646677; 1.875609; 0.1064065; 0.09717966; 1.298907; -0.233217; -0.1691838; 1.316428; -0.1954343; 0.002939774; 0.09226495; -1.040235; -0.3755932; 0.0164983; -0.926097; 
524; 5.23; -0.04646677; 1.875609; 0.1064065; 0.09717966; 1.298907; -0.233217; -0.1691838; 1.316428; -0.1954343; 0.002939774; 0.09226495; -1.040235; -0.3755932; 0.0164983; -0.926097; 
525; 5.24; -0.05143309; 1.87516; 0.1101289; 0.0964192; 1.272866; -0.2214833; -0.1762979; 1.346057; -0.194718; 0.002944292; 0.09228551; -1.040236; -0.3756008; 0.01648492; -0.9260795; 
526; 5.25; -0.05143309; 1.87516; 0.1101289; 0.0964192; 1.272866; -0.2214833; -0.1762979; 1.346057; -0.194718; 0.002944292; 0.09228551; -1.040236; -0.3756008; 0.01648492; -0.9260795; 
527; 5.26; -0.05757808; 1.874369; 0.1115932; 0.1003238; 1.263884; -0.2155734; -0.1781997; 1.366897; -0.1891341; 0.002981192; 0.09240095; -1.04028; -0.375597; 0.01648454; -0.9260778; 
528; 5.27; -0.06072458; 1.873849; 0.111466; 0.1019389; 1.263974; -0.2133389; -0.1772348; 1.372269; -0.1865122; 0.002939315; 0.09227051; -1.04025; -0.3756008; 0.01650567; -0.9261023; 
529; 5.28; -0.06072458; 1.873849; 0.111466; 0.1019389; 1.263974; -0.2133389; -0.1772348; 1.372269; -0.1865122; 0.002939315; 0.09227051; -1.04025; -0.3756008; 0.01650567; -0.9261023; 
530; 5.29; -0.06656229; 1.872688; 0.1096793; 0.1001889; 1.272552; -0.2072085; -0.1766228; 1.373577; -0.1904107; 0.002947811; 0.09231309; -1.040271; -0.37562; 0.01649008; -0.9260945; 
531; 5.3; -0.06656229; 1.872688; 0.1096793; 0.1001889; 1.272552; -0.2072085; -0.1766228; 1.373577; -0.1904107; 0.002947811; 0.09231309; -1.040271; -0.37562; 0.01649008; -0.9260945; 
532; 5.31; -0.07122511; 1.871442; 0.1056877; 0.09276091; 1.292434; -0.1994947; -0.1731675; 1.362497; -0.1997011; 0.002957955; 0.09229726; -1.04025; -0.3755955; 0.01649612; -0.9261045; 
533; 5.32; -0.07122511; 1.871442; 0.1056877; 0.09276091; 1.292434; -0.1994947; -0.1731675; 1.362497; -0.1997011; 0.002957955; 0.09229726; -1.04025; -0.3755955; 0.01649612; -0.9261045; 
534; 5.33; -0.07122511; 1.871442; 0.1056877; 0.09276091; 1.292434; -0.1994947; -0.1731675; 1.362497; -0.1997011; 0.002957955; 0.09229726; -1.04025; -0.3755955; 0.01649612; -0.9261045; 
535; 5.34; -0.07122511; 1.871442; 0.1056877; 0.09276091; 1.292434; -0.1994947; -0.1731675; 1.362497; -0.1997011; 0.002957955; 0.09229726; -1.04025; -0.3755955; 0.01649612; -0.9261045; 
536; 5.35; -0.07122511; 1.871442; 0.1056877; 0.09276091; 1.292434; -0.1994947; -0.1731675; 1.362497; -0.1997011; 0.002957955; 0.09229726; -1.04025; -0.3755955; 0.01649612; -0.9261045; 
537; 5.36; -0.07122511; 1.871442; 0.1056877; 0.09276091; 1.292434; -0.1994947; -0.1731675; 1.362497; -0.1997011; 0.002957955; 0.09229726; -1.04025; -0.3755955; 0.01649612; -0.9261045; 
538; 5.37; -0.07122511; 1.871442; 0.1056877; 0.09276091; 1.292434; -0.1994947; -0.1731675; 1.362497; -0.1997011; 0.002957955; 0.09229726; -1.04025; -0.3755955; 0.01649612; -0.9261045; 
539; 5.38; -0.07122511; 1.871442; 0.1056877; 0.09276091; 1.292434; -0.1994947; -0.1731675; 1.362497; -0.1997011; 0.002957955; 0.09229726; -1.04025; -0.3755955; 0.01649612; -0.9261045; 
540; 5.39; -0.07122511; 1.871442; 0.1056877; 0.09276091; 1.292434; -0.1994947; -0.1731675; 1.362497; -0.1997011; 0.002957955; 0.09229726; -1.04025; -0.3755955; 0.01649612; -0.9261045; 
541; 5.4; -0.07122511; 1.871442; 0.1056877; 0.09276091; 1.292434; -0.1994947; -0.1731675; 1.362497; -0.1997011; 0.002957955; 0.09229726; -1.04025; -0.3755955; 0.01649612; -0.9261045; 
542; 5.41; -0.07122511; 1.871442; 0.1056877; 0.09276091; 1.292434; -0.1994947; -0.1731675; 1.362497; -0.1997011; 0.002957955; 0.09229726; -1.04025; -0.3755955; 0.01649612; -0.9261045; 
543; 5.42; -0.07453565; 1.861207; 0.06391843; 0.08250655; 1.422515; -0.1528107; -0.1632693; 1.296313; -0.2013633; 0.002931276; 0.0922631; -1.040247; -0.375595; 0.01648344; -0.9260891; 
544; 5.43; -0.07294469; 1.859509; 0.05824197; 0.08410548; 1.430762; -0.1480148; -0.1692294; 1.296837; -0.1992282; 0.0029455; 0.09226987; -1.040247; -0.3756045; 0.01647279; -0.9260947; 
545; 5.44; -0.07132848; 1.857671; 0.05238798; 0.08615629; 1.436075; -0.1454632; -0.173332; 1.298544; -0.1972582; 0.003000007; 0.09239738; -1.040231; -0.3755963; 0.01651528; -0.9261144; 
